es,slug
reliquia lith p4,lith_p4_relic
reliquia lith s4,lith_s4_relic
reliquia lith s7,lith_s7_relic
reliquia lith c2,lith_c2_relic
reliquia lith k2,lith_k2_relic
reliquia lith b6,lith_b6_relic
reliquia lith m3,lith_m3_relic
reliquia lith c4,lith_c4_relic
reliquia lith m2,lith_m2_relic
reliquia lith v2,lith_v2_relic
reliquia lith o2,lith_o2_relic
reliquia lith p1,lith_p1_relic
reliquia lith t2,lith_t2_relic
reliquia lith v5,lith_v5_relic
reliquia lith b3,lith_b3_relic
reliquia lith n1,lith_n1_relic
reliquia lith k1,lith_k1_relic
reliquia lith c1,lith_c1_relic
reliquia lith w2,lith_w2_relic
reliquia lith s10,lith_s10_relic
reliquia lith p3,lith_p3_relic
reliquia lith d2,lith_d2_relic
reliquia lith m6,lith_m6_relic
reliquia lith s3,lith_s3_relic
reliquia lith h1,lith_h1_relic
reliquia lith b2,lith_b2_relic
reliquia lith t1,lith_t1_relic
reliquia lith a1,lith_a1_relic
reliquia lith m1,lith_m1_relic
reliquia lith p2,lith_p2_relic
reliquia lith a3,lith_a3_relic
reliquia lith m4,lith_m4_relic
reliquia lith g2,lith_g2_relic
reliquia lith f2,lith_f2_relic
reliquia lith v1,lith_v1_relic
reliquia lith b5,lith_b5_relic
reliquia lith c3,lith_c3_relic
reliquia lith z2,lith_z2_relic
reliquia lith o1,lith_o1_relic
reliquia lith f1,lith_f1_relic
reliquia lith m7,lith_m7_relic
reliquia lith k5,lith_k5_relic
reliquia lith s2,lith_s2_relic
reliquia lith k3,lith_k3_relic
reliquia lith d1,lith_d1_relic
reliquia lith l2,lith_l2_relic
reliquia lith s8,lith_s8_relic
reliquia lith v8,lith_v8_relic
reliquia lith v7,lith_v7_relic
reliquia lith s1,lith_s1_relic
acuapulmo,aquapulmo
ostimir,ostimyr
vitreospina,vitreospina
criptosucto,cryptosuctus
barbisteo,barbisteo
quimaeros,kymaeros
amniofisi,amniophysi
lobotriscid,lobotriscid
flagelocanto,flagellocanth
glutinox,glutinox
mixostómata,myxostomata
duroide,duroid
condricord,chondricord
anguila charc,charc_eel
gupola,goopolla
raya oscura,murkray
sharrac,sharrac
karkina,karkina
pez bocón,mawfish
khut-khut,khut_khut
yogwun,yogwun
tralok,tralok
dipnoi mortus,mortus_lungfish
glappid,glappid
norg,norg
cuthol,cuthol
lodobobina,mirewinder
sapcaddy,sapcaddy
ojo-ojo,eye_eye
ecobobina,echowinder
albañil,brickie
kriler,kriller
synathid,synathid
charamote,charamote
tromyzon,tromyzon
fregón,scrubber
reparador,tink
repetidor,recaster
ampliabobina,longwinder
hemorragia,hemorrhage
omni automática,auto_omni
masacre votiva,votive_onslaught
acordonar,cordon
hemorragia interna,internal_bleeding
fuego fortificante,fortifying_fire
cerebro de nautilus,nautilus_cerebrum
plano de nautilus,nautilus_blueprint
disparos protectores,protective_shots
fuga carmesí,crimson_fugue
ojivas azotadoras,scourging_warheads
tormento del gusano,worms_torment
fuego defensivo,defensive_fire
matriz de afinación de orgón,orgone_tuning_matrix
matriz indomable,indomitable_matrix
set de nautilus,nautilus_set
matriz blindada,ironclad_matrix
némesis de granum,granums_nemesis
matriz genocida,onslaught_matrix
disruptor de banda de frecuencias,waveband_disruptor
caparazón de nautilus,nautilus_carapace
matriz saqueadora,raider_matrix
resplandor del fénix,phoenix_blaze
sistemas de nautilus,nautilus_systems
receptor de penta carmín,carmine_penta_receiver
culata de penta carmín,carmine_penta_stock
cañón de penta carmín,carmine_penta_barrel
plano de penta carmín,carmine_penta_blueprint
set de penta carmín,carmine_penta_set
plano de athodai,athodai_blueprint
cañón de athodai,athodai_barrel
receptor de athodai,athodai_receiver
set de athodai,athodai_set
halikar fantasma,halikar_wraith
receptor de epitaph,epitaph_receiver
set de epitaph,epitaph_set
cañón de epitaph,epitaph_barrel
plano de epitaph,epitaph_blueprint
escena de las profundidades de deimos,deimos_depths_scene
escena de corazón de deimos,deimos_heart_scene
escena de cenote de deimos,deimos_cenote_scene
escena de cripta de deimos,deimos_crypt_scene
escena del holograma de la nave infestada,infested_ship_hologram_scene
escena del frío aquí abajo,the_cold_below_scene
escena de deimos abandonado,deimos_forsaken_scene
escena de membrana de deimos,deimos_membrane_scene
escena de límite de deimos,deimos_verge_scene
reliquia axi g5,axi_g5_relic
reliquia neo k3,neo_k3_relic
reliquia neo z8,neo_z8_relic
reliquia meso r4,meso_r4_relic
reliquia lith c8,lith_c8_relic
reliquia lith t6,lith_t6_relic
escena de saturno seis,saturn_six_scene
reliquia meso p5,meso_p5_relic
reliquia lith k6,lith_k6_relic
reliquia axi g6,axi_g6_relic
empuñadura de volnus prime,volnus_prime_handle
cabeza de volnus prime,volnus_prime_head
reliquia neo t4,neo_t4_relic
reliquia meso t5,meso_t5_relic
reliquia meso z4,meso_z4_relic
reliquia neo v10,neo_v10_relic
plano de gara prime,gara_prime_blueprint
set de volnus prime,volnus_prime_set
set de gara prime,gara_prime_set
plano de neurópticas de gara prime,gara_prime_neuroptics_blueprint
plano de sistemas de gara prime,gara_prime_systems_blueprint
plano de astilla prime,astilla_prime_blueprint
reliquia axi n7,axi_n7_relic
receptor de astilla prime,astilla_prime_receiver
cañón de astilla prime,astilla_prime_barrel
set de astilla prime,astilla_prime_set
reliquia lith a4,lith_a4_relic
reliquia axi i1,axi_i1_relic
culata de astilla prime,astilla_prime_stock
plano de volnus prime,volnus_prime_blueprint
reliquia neo a5,neo_a5_relic
plano de chasis de gara prime,gara_prime_chassis_blueprint
reliquia lith g4,lith_g4_relic
dispensario de reparación,repair_dispensary
bombeo táctico prime,primed_tactical_pump
municiones de estallido aéreo,airburst_rounds
reliquia neo d3,neo_d3_relic
reservas fusionadas,fused_reservoir
nutrición abundante,hearty_nourishment
reliquia axi t7,axi_t7_relic
machete prisma,prisma_machete
opticor vándalo,opticor_vandal
infierno galvanizado,galvanized_hell
código malicioso,malicious_code
plano de soporte cela,cela_bracket_blueprint
negación evasiva,evasive_denial
difusión galvanizada,galvanized_diffusion
misericordia rápida,swift_mercy
plano de estabilizador wanz,wanz_stabilizer_blueprint
aptitud galvanizada,galvanized_aptitude
plano de soporte zubb,zubb_bracket_blueprint
plano de sabueso hec,hec_hound_blueprint
mira galvanizada,galvanized_scope
aceleración galvanizada,galvanized_acceleration
drenaje de energía,power_drain
contrapeso,counterbalance
estabilizador hinta,hinta_stabilizer
inspección de embargos,repo_audit
punto de mira galvanizado,galvanized_crosshairs
plano de núcleo garmr,garmr_core_blueprint
prospecto enfocado,focused_prospectus
plano de sabueso dorma,dorma_hound_blueprint
reinicio completo,hard_reset
plano de sabueso bhaira,bhaira_hound_blueprint
disparo galvanizado,galvanized_shot
negación reflexiva,reflex_denial
plano de núcleo adlet,adlet_core_blueprint
prospecto aéreo,aerial_prospectus
prospecto sinergizado,synergized_prospectus
plano de estabilizador frak,frak_stabilizer_blueprint
plano de núcleo raiju,raiju_core_blueprint
cortafuegos,firewall
maestro galvanizado,galvanized_savvy
plano de soporte urga,urga_bracket_blueprint
inspección nula,null_audit
oull,oull
negación diversificada,diversified_denial
inspección de equilibrio,equilibrium_audit
cámara galvanizada,galvanized_chamber
gesto de combate de nuevo loka,new_loka_combat_emote
gesto de pilotaje de céfalon suda,cephalon_suda_piloting_emote
peto velo rojo,red_veil_chest_piece
gesto de pilotaje de perrin,perrin_piloting_emote
peto suda,suda_chest_piece
gesto de pilotaje de árbitros,arbiters_piloting_emote
espinilleras velo rojo,red_veil_knee_guards
crueldad secundaria,secondary_merciless
crueldad primaria,primary_merciless
peto de placas meridiano,meridian_chest_plate
meridian armor set,meridian_armor_set
espuelas de brazo meridiano,meridian_arm_spurs
gesto de artillería de céfalon suda,cephalon_suda_gunnery_emote
espuelas de pierna solaris,solaris_leg_spurs
rodilleras lokan,lokan_knee_spurs
gesto de combate de árbitros,arbiters_combat_emote
gesto de combate de meridiano de acero,steel_meridian_combat_emote
gesto de pilotaje de meridiano de acero,steel_meridian_piloting_emote
destreza secundaria,secondary_dexterity
guardabrazo de placas lokan,lokan_arm_plates
espuelas de pierna suda,suda_leg_spurs
gesto de resistencia de meridiano de acero,steel_meridian_endurance_emote
perrin armor set,perrin_armor_set
protector de pecho ostronita,ostron_chest_guard
gesto de resistencia de céfalon suda,cephalon_suda_endurance_emote
protectores de pierna perrin,perrin_leg_guards
peto de placas hexis,hexis_chest_plate
espuelas de brazo suda,suda_arm_spurs
suda armor set,suda_armor_set
peto perrin,perrin_chest_piece
gesto de resistencia de perrin,perrin_endurance_emote
guardabrazo de placas hexis,hexis_arm_plates
marcador de pecho solaris,solaris_chest_marker
solaris armor set,solaris_armor_set
gesto de ingeniería de velo rojo,red_veil_engineering_emote
gesto de ingeniería de nuevo loka,new_loka_engineering_emote
insignia de brazo velo rojo,red_veil_arm_insignia
lokan armor set,lokan_armor_set
gesto de pilotaje de nuevo loka,new_loka_piloting_emote
protectores de brazo solaris,solaris_arm_guards
gesto de ingeniería de árbitros,arbiters_engineering_emote
ostron armor set,ostron_armor_set
protectores de brazo perrin,perrin_arm_guards
peto lokan,lokan_chest_piece
espuelas hexis,hexis_spurs
gesto de ingeniería de céfalon suda,cephalon_suda_engineering_emote
hexis armor set,hexis_armor_set
gesto de artillería de árbitros,arbiters_gunnery_emote
gesto de resistencia de nuevo loka,new_loka_endurance_emote
gesto de resistencia de árbitros,arbiters_endurance_emote
precisión secundaria,secondary_deadhead
gesto de artillería de meridiano de acero,steel_meridian_gunnery_emote
grebas ostronita,ostron_leg_guards
espuelas de pierna meridiano,meridian_leg_spurs
guardabrazo ostronita,ostron_arm_guards
gesto de combate de céfalon suda,cephalon_suda_combat_emote
gesto de pilotaje de velo rojo,red_veil_piloting_emote
cortacabezas primaria,primary_deadhead
red veil armor set,red_veil_armor_set
destreza primaria,primary_dexterity
cañón de ambassador,ambassador_barrel
set de ambassador,ambassador_set
receptor de ambassador,ambassador_receiver
culata de ambassador,ambassador_stock
plano de ambassador,ambassador_blueprint
plano de nidus prime,nidus_prime_blueprint
reliquia meso b5,meso_b5_relic
reliquia neo n17,neo_n17_relic
set de strun prime,strun_prime_set
reliquia meso s10,meso_s10_relic
reliquia lith k7,lith_k7_relic
reliquia lith n8,lith_n8_relic
reliquia neo p3,neo_p3_relic
set de magnus prime,magnus_prime_set
cargador deformado prime,primed_magazine_warp
reliquia axi m2,axi_m2_relic
set de nidus prime,nidus_prime_set
plano de strun prime,strun_prime_blueprint
reliquia axi i2,axi_i2_relic
fiesta del carnicero,butchers_revelry
plano de magnus prime,magnus_prime_blueprint
reliquia lith n7,lith_n7_relic
receptor de strun prime,strun_prime_receiver
reliquia meso b6,meso_b6_relic
reliquia neo t5,neo_t5_relic
cañón de strun prime,strun_prime_barrel
plano de sistemas de nidus prime,nidus_prime_systems_blueprint
culata de strun prime,strun_prime_stock
reliquia lith t7,lith_t7_relic
reliquia axi a14,axi_a14_relic
plano de neurópticas de nidus prime,nidus_prime_neuroptics_blueprint
plano de chasis de nidus prime,nidus_prime_chassis_blueprint
receptor de magnus prime,magnus_prime_receiver
cañón de magnus prime,magnus_prime_barrel
reliquia neo n16,neo_n16_relic
hoja de ghoulsaw,ghoulsaw_blade_blueprint
empuñadura de ghoulsaw,ghoulsaw_grip_blueprint
motor de ghoulsaw,ghoulsaw_engine_blueprint
set de ghoulsaw,ghoulsaw_set
chasis de ghoulsaw,ghoulsaw_chassis_blueprint
plano de ghoulsaw,ghoulsaw_blueprint
reserva de munición prime,primed_ammo_stock
vastilok,vastilok
agarre vampírico,vampiric_grasp
bendición del campeón,champions_blessing
reliquia lith l3,lith_l3_relic
mordedura rápida,swift_bite
reliquia meso b7,meso_b7_relic
reliquia meso p6,meso_p6_relic
reliquia neo a6,neo_a6_relic
reliquia neo h3,neo_h3_relic
reliquia lith r1,lith_r1_relic
los perdidos implacables,the_relentless_lost
reliquia lith k8,lith_k8_relic
reliquia neo d4,neo_d4_relic
reliquia axi d3,axi_d3_relic
reliquia axi m3,axi_m3_relic
reliquia lith n9,lith_n9_relic
reliquia axi p4,axi_p4_relic
set de knell prime,knell_prime_set
desprecio de boreal,boreals_contempt
angustia de nira,niras_anguish
reliquia meso a3,meso_a3_relic
reliquia axi s9,axi_s9_relic
desprecio de amar,amars_contempt
hoja de scourge prime,scourge_prime_blade
reliquia lith t8,lith_t8_relic
plano de harrow prime,harrow_prime_blueprint
set de harrow prime,harrow_prime_set
reliquia meso g3,meso_g3_relic
reliquia meso i2,meso_i2_relic
angustia de amar,amars_anguish
odio de nira,niras_hatred
cañón de knell prime,knell_prime_barrel
reliquia axi t8,axi_t8_relic
reliquia lith h3,lith_h3_relic
reliquia axi c7,axi_c7_relic
plano de neurópticas de harrow prime,harrow_prime_neuroptics_blueprint
cañón de scourge prime,scourge_prime_barrel
plano de knell prime,knell_prime_blueprint
odio de boreal,boreals_hatred
reliquia lith s11,lith_s11_relic
reliquia neo k4,neo_k4_relic
reliquia neo n18,neo_n18_relic
odio de amar,amars_hatred
reliquia lith t9,lith_t9_relic
angustia de boreal,boreals_anguish
plano de chasis de harrow prime,harrow_prime_chassis_blueprint
set de scourge prime,scourge_prime_set
desprecio de nira,niras_contempt
reliquia axi k6,axi_k6_relic
plano de sistemas de harrow prime,harrow_prime_systems_blueprint
reliquia lith c9,lith_c9_relic
empuñadura de scourge prime,scourge_prime_handle
receptor de knell prime,knell_prime_receiver
plano de scourge prime,scourge_prime_blueprint
reliquia meso s11,meso_s11_relic
transferencia térmica,thermal_transfer
reliquia neo p4,neo_p4_relic
goloso,gourmand
escena del salón del trono de praghasa,praghasa_throne_room_scene
hojas crecientes,surging_blades
escarcha mordaz,biting_frost
reliquia lith n10,lith_n10_relic
mutación de munición de francotirador prime,primed_sniper_ammo_mutation
plano de chasis de garuda prime,garuda_prime_chassis_blueprint
set de corvas prime,corvas_prime_set
reliquia lith n11,lith_n11_relic
set de nagantaka prime,nagantaka_prime_set
reliquia axi k7,axi_k7_relic
reliquia lith s12,lith_s12_relic
cañón de corvas prime,corvas_prime_barrel
plano de corvas prime,corvas_prime_blueprint
receptor de nagantaka prime,nagantaka_prime_receiver
plano de nagantaka prime,nagantaka_prime_blueprint
reliquia lith h4,lith_h4_relic
culata de corvas prime,corvas_prime_stock
culata de nagantaka prime,nagantaka_prime_stock
plano de sistemas de garuda prime,garuda_prime_systems_blueprint
reliquia meso g4,meso_g4_relic
reliquia axi s11,axi_s11_relic
reliquia lith z3,lith_z3_relic
receptor de corvas prime,corvas_prime_receiver
reliquia axi s10,axi_s10_relic
reliquia lith g5,lith_g5_relic
reliquia meso p7,meso_p7_relic
reliquia lith n12,lith_n12_relic
cañón de nagantaka prime,nagantaka_prime_barrel
set de garuda prime,garuda_prime_set
reliquia neo n20,neo_n20_relic
plano de neurópticas de garuda prime,garuda_prime_neuroptics_blueprint
reliquia meso n12,meso_n12_relic
reliquia axi g7,axi_g7_relic
reliquia neo c2,neo_c2_relic
reliquia neo m4,neo_m4_relic
plano de garuda prime,garuda_prime_blueprint
escena del chrysalith zariman,zariman_chrysalith_scene
escena del motor relicario zariman,zariman_reliquary_drive_scene
escena de la cancha de lunaro zariman,zariman_lunaro_court_scene
disipación de emergencia,emergence_dissipate
vigor de muda,molt_vigor
vendaval del alba,galeforce_dawn
escena de la bahía de carga zariman,zariman_cargo_bay_scene
escena del patio escolar zariman,zariman_schoolyard_scene
escena de percha angelical zariman,zariman_angel_roost_scene
escena de los niveles de serenidad zariman,zariman_serenity_levels_scene
renovación de emergencia,emergence_renewed
escena de la dormizona zariman,zariman_dormizone_scene
erradicación eterna,eternal_eradicate
escena del salón de legems zariman,zariman_hall_of_legems_scene
escena de la prisión zariman,zariman_brig_scene
escena del parque de albrecht zariman,zariman_albrecht_park_scene
eficiencia de muda,molt_efficiency
salvador de emergencia,emergence_savior
escena de la agrizona zariman,zariman_agri_zone_scene
escena de la bahía de acoplamiento zariman,zariman_docking_bay_scene
sobrecarga de cascadia,cascadia_overcharge
ventaja de rango,range_advantage
recarga de combate,combat_reload
escena de la zona habitacional zariman,zariman_habitation_zone_scene
escena del anfiteatro zariman,zariman_amphitheatre_scene
plano de laetum,laetum_blueprint
plano de receptor de aeolak,aeolak_receiver_blueprint
plano de empuñadura de hespar,hespar_handle_blueprint
plano de praedos,praedos_blueprint
plano de cañón de aeolak,aeolak_barrel_blueprint
set de aeolak,aeolak_set
set de hespar,hespar_set
plano de hoja de hespar,hespar_blade_blueprint
plano de culata de aeolak,aeolak_stock_blueprint
plano de phenmor,phenmor_blueprint
masacre eterna,eternal_onslaught
escena nocturna de canícula,dog_days_night_scene
plano de innodem,innodem_blueprint
plano de felarx,felarx_blueprint
muda restaurativa,molt_reconstruct
muda aumentada,molt_augmented
set de parallax,parallax_set
logística eterna,eternal_logistics
plano de aviónicas de parallax,parallax_avionics_blueprint
plano de motores de parallax,parallax_engines_blueprint
plano de fuselaje de parallax,parallax_fuselage_blueprint
empoderamiento de cascadia,cascadia_empowered
set de shade prisma,prisma_shade_set
reinicio fractalizado,fractalized_reset
llamarada de cascadia,cascadia_flare
láser de ráfagas prisma,prisma_burst_laser
precisión de cascadia,cascadia_accuracy
impronta de vulpafila medialuna,crescent_vulpaphyla_imprint
impronta de vulpafila taimada,sly_vulpaphyla_imprint
impronta de predásito medjay,medjay_predasite_imprint
impronta de predásito visir,vizier_predasite_imprint
impronta de vulpafila panzer,panzer_vulpaphyla_imprint
impronta de predásito faraón,pharaoh_predasite_imprint
plano de hystrix prime,hystrix_prime_blueprint
reliquia axi k10,axi_k10_relic
reliquia axi n8,axi_n8_relic
reliquia meso o5,meso_o5_relic
reliquia meso p8,meso_p8_relic
reliquia neo n21,neo_n21_relic
plano de chasis de khora prime,khora_prime_chassis_blueprint
set de keres dobles prime,dual_keres_prime_set
reliquia axi k9,axi_k9_relic
set de hystrix prime,hystrix_prime_set
reliquia axi g8,axi_g8_relic
reliquia meso h3,meso_h3_relic
empuñadura de keres dobles prime,dual_keres_prime_handle
set de khora prime,khora_prime_set
plano de khora prime,khora_prime_blueprint
reliquia neo g4,neo_g4_relic
receptor de hystrix prime,hystrix_prime_receiver
reliquia neo d5,neo_d5_relic
reliquia lith k9,lith_k9_relic
reliquia axi k8,axi_k8_relic
descarga vil,vile_discharge
reliquia meso h2,meso_h2_relic
cañón de hystrix prime,hystrix_prime_barrel
reliquia meso v7,meso_v7_relic
plano de neurópticas de khora prime,khora_prime_neuroptics_blueprint
plano de keres dobles prime,dual_keres_prime_blueprint
reliquia neo s15,neo_s15_relic
reliquia axi s12,axi_s12_relic
precisión crítica,critical_precision
plano de sistemas de khora prime,khora_prime_systems_blueprint
hoja de keres dobles prime,dual_keres_prime_blade
audiencia peculiar,peculiar_audience
intensificación arconte,archon_intensify
reliquia lith n13,lith_n13_relic
reliquia neo z9,neo_z9_relic
continuidad arconte,archon_continuity
reliquia meso w2,meso_w2_relic
reliquia neo e3,neo_e3_relic
flujo arconte,archon_flow
vitalidad arconte,archon_vitality
reliquia axi t9,axi_t9_relic
estiramiento arconte,archon_stretch
reliquia lith s13,lith_s13_relic
reliquia lith h6,lith_h6_relic
hoja de tatsu prime,tatsu_prime_blade
reliquia neo t6,neo_t6_relic
reliquia meso p10,meso_p10_relic
plano de chasis de revenant prime,revenant_prime_chassis_blueprint
plano de sistemas de revenant prime,revenant_prime_systems_blueprint
set de tatsu prime,tatsu_prime_set
plano de tatsu prime,tatsu_prime_blueprint
reliquia meso n13,meso_n13_relic
set de revenant prime,revenant_prime_set
cañón de phantasma prime,phantasma_prime_barrel
reliquia lith p6,lith_p6_relic
plano de neurópticas de revenant prime,revenant_prime_neuroptics_blueprint
empuñadura de tatsu prime,tatsu_prime_handle
reliquia meso k4,meso_k4_relic
plano de phantasma prime,phantasma_prime_blueprint
set de phantasma prime,phantasma_prime_set
reliquia lith h5,lith_h5_relic
reliquia axi t10,axi_t10_relic
receptor de phantasma prime,phantasma_prime_receiver
reliquia axi n9,axi_n9_relic
reliquia lith r2,lith_r2_relic
plano de revenant prime,revenant_prime_blueprint
reliquia meso p9,meso_p9_relic
reliquia lith s14,lith_s14_relic
culata de phantasma prime,phantasma_prime_stock
reliquia lith b9,lith_b9_relic
reliquia axi a15,axi_a15_relic
reliquia axi s13,axi_s13_relic
reliquia neo s16,neo_s16_relic
reliquia neo i3,neo_i3_relic
reliquia meso o6,meso_o6_relic
vericres,vericres
voltaje conjunto,conjunction_voltage
congelación primaria,primary_frostbite
ascensión arcana,arcane_rise
set de perigale,perigale_set
escena de bosque rompevelos,veilbreak_forest_scene
culata de perigale,perigale_stock
hoja de sarofang,sarofang_blade
escena de fábrica rompevelos,veilbreak_factory_scene
escena del circulus de lua,lua_circulus_scene
bendición arcana,arcane_blessing
empuñadura de sarofang,sarofang_handle
set de sarofang,sarofang_set
escena de murex rompevelos,veilbreak_murex_scene
cañón de perigale,perigale_barrel
receptor de perigale,perigale_receiver
reliquia lith g6,lith_g6_relic
reliquia axi s14,axi_s14_relic
reliquia meso t6,meso_t6_relic
reliquia neo c3,neo_c3_relic
plano de chasis de baruuk prime,baruuk_prime_chassis_blueprint
reliquia meso a4,meso_a4_relic
reliquia axi n10,axi_n10_relic
reliquia axi b5,axi_b5_relic
reliquia neo a8,neo_a8_relic
reliquia meso v8,meso_v8_relic
plano de baruuk prime,baruuk_prime_blueprint
reliquia neo k5,neo_k5_relic
reliquia meso k5,meso_k5_relic
reliquia lith v9,lith_v9_relic
reliquia lith b10,lith_b10_relic
reliquia neo a7,neo_a7_relic
reliquia axi g9,axi_g9_relic
plano de sistemas de baruuk prime,baruuk_prime_systems_blueprint
reliquia neo d6,neo_d6_relic
reliquia axi f1,axi_f1_relic
plano de neurópticas de baruuk prime,baruuk_prime_neuroptics_blueprint
reliquia meso r5,meso_r5_relic
reliquia lith a5,lith_a5_relic
set de baruuk prime,baruuk_prime_set
reliquia lith h7,lith_h7_relic
escudo de cobra & crane prime,cobra_and_crane_prime_guard
cañón de afuris prime,afuris_prime_barrel
set de afuris prime,afuris_prime_set
enlace de afuris prime,afuris_prime_link
plano de cobra & crane prime,cobra_and_crane_prime_blueprint
plano de afuris prime,afuris_prime_blueprint
hoja de cobra & crane prime,cobra_and_crane_prime_blade
empuñadura de cobra & crane prime,cobra_and_crane_prime_hilt
set de cobra & crane prime,cobra_and_crane_prime_set
receptor de afuris prime,afuris_prime_receiver
receptor de corufell,corufell_receiver
balas reforzadas primarias,primary_plated_round
tormenta quebrantada,shattered_storm
corriente catódica,cathode_current
firmeza arcana,arcane_steadfast
reliquia lith d5,lith_d5_relic
cañón de steflos,steflos_barrel
culata de steflos,steflos_stock
set de steflos,steflos_set
set de corufell,corufell_set
empuñadura de corufell,corufell_handle
reliquia lith p7,lith_p7_relic
evasión arcana,arcane_double_back
parentesco secundario,secondary_kinship
receptor de steflos,steflos_receiver
guardián merulina,merulina_guardian
escudo hipnotizante,mesmer_shield
reliquia neo r5,neo_r5_relic
sobrecarga secundaria,secondary_encumber
reliquia neo a9,neo_a9_relic
reliquia meso l2,meso_l2_relic
reliquia axi m4,axi_m4_relic
escena de fábrica del último deseo de citrine,citrines_last_wish_factory_scene
cañón de corufell,corufell_barrel
plano de hildryn prime,hildryn_prime_blueprint
plano de sistemas de hildryn prime,hildryn_prime_systems_blueprint
plano de shade prime,shade_prime_blueprint
set de hildryn prime,hildryn_prime_set
sistemas de shade prime,shade_prime_systems
set de larkspur prime,larkspur_prime_set
plano de neurópticas de hildryn prime,hildryn_prime_neuroptics_blueprint
cañón de larkspur prime,larkspur_prime_barrel
cerebro de shade prime,shade_prime_cerebrum
set de shade prime,shade_prime_set
culata de larkspur prime,larkspur_prime_stock
plano de chasis de hildryn prime,hildryn_prime_chassis_blueprint
receptor de larkspur prime,larkspur_prime_receiver
caparazón de shade prime,shade_prime_carapace
plano de larkspur prime,larkspur_prime_blueprint
reliquia lith s15,lith_s15_relic
reliquia meso n14,meso_n14_relic
reliquia lith r3,lith_r3_relic
reliquia meso d7,meso_d7_relic
reliquia axi h6,axi_h6_relic
reliquia lith b11,lith_b11_relic
reliquia meso s12,meso_s12_relic
reliquia lith h8,lith_h8_relic
reliquia meso h4,meso_h4_relic
reliquia axi g10,axi_g10_relic
reliquia axi a16,axi_a16_relic
reliquia neo s17,neo_s17_relic
reliquia neo n22,neo_n22_relic
reliquia axi b6,axi_b6_relic
reliquia axi k11,axi_k11_relic
reliquia lith k10,lith_k10_relic
reliquia neo l2,neo_l2_relic
reliquia meso p11,meso_p11_relic
obstrucción primaria,primary_obstruct
intención arcana,arcane_intention
escalofrío secundario,secondary_shiver
reliquia lith v10,lith_v10_relic
reliquia meso p12,meso_p12_relic
precisión de arco largo,longbow_sharpshot
escena de la región de los túmulos bajos,netherbarrow_region_scene
venganza de la escopeta,shotgun_vendetta
escena de la ópera de la cripta,undercroft_opera_scene
reliquia neo a10,neo_a10_relic
reliquia axi k12,axi_k12_relic
reliquia axi i3,axi_i3_relic
agresión del mago,magus_aggress
reliquia meso c7,meso_c7_relic
escena del parque de la cripta,undercroft_park_scene
escena del pueblo del castillo,castle_town_scene
escena de las aldeas del continente,mainland_hamlets_scene
segador arcano,arcane_reaper
escena del refugio superior,upperhaven_scene
borde de la montaña,mountains_edge
escena de la arena orowyrm,orowyrm_arena_scene
entusiasmo primario,primary_exhilarate
plano de pala superior de cinta,cinta_upper_limb_blueprint
plano de empuñadura de cinta,cinta_grip_blueprint
plano de cuerda de cinta,cinta_string_blueprint
set de cinta,cinta_set
plano de pala inferior de cinta,cinta_lower_limb_blueprint
escena del anfiteatro,amphitheater_scene
namaes,namaes
haav,haav
xiran,xiran
escena de la cueva de teshin,teshins_cave_scene
seonn,seonn
escena del archipuerto,archarbor_scene
inaak,inaak
lenz prisma,prisma_lenz
sobrecarga consciente,sentient_surge
bombardeo consciente,sentient_barrage
empoderamiento arcano,arcane_power_ramp
plaga primaria,primary_blight
explosión secundaria,secondary_outburst
disparo deslizante akimbo,akimbo_slip_shot
cañón de rauta,rauta_barrel
set de rauta,rauta_set
receptor de rauta,rauta_receiver
culata de rauta,rauta_stock
reliquia neo l3,neo_l3_relic
reliquia meso c8,meso_c8_relic
plano de chasis de wisp prime,wisp_prime_chassis_blueprint
plano de gunsen prime,gunsen_prime_blueprint
set de gunsen prime,gunsen_prime_set
plano de fulmin prime,fulmin_prime_blueprint
empuñadura de gunsen prime,gunsen_prime_handle
cañón de fulmin prime,fulmin_prime_barrel
reliquia neo c4,neo_c4_relic
reliquia neo d7,neo_d7_relic
set de wisp prime,wisp_prime_set
set de fulmin prime,fulmin_prime_set
culata de fulmin prime,fulmin_prime_stock
plano de neurópticas de wisp prime,wisp_prime_neuroptics_blueprint
reliquia neo f2,neo_f2_relic
reliquia neo n23,neo_n23_relic
reliquia lith h9,lith_h9_relic
reliquia meso g5,meso_g5_relic
defensa intrépida,intrepid_stand
reliquia axi w3,axi_w3_relic
hoja de gunsen prime,gunsen_prime_blade
resistencia de ulfrun,ulfruns_endurance
reliquia lith w3,lith_w3_relic
reliquia meso p13,meso_p13_relic
erosión temporal,temporal_erosion
plano de sistemas de wisp prime,wisp_prime_systems_blueprint
niebla sombría,shadow_haze
receptor de fulmin prime,fulmin_prime_receiver
reliquia meso k6,meso_k6_relic
reliquia axi h7,axi_h7_relic
reliquia neo t7,neo_t7_relic
plano de wisp prime,wisp_prime_blueprint
ventaja eximus,eximus_advantage
cargador metamórfico,metamorphic_magazine
escena del cayo del estrado,dais_cay_scene
escena de las afueras de la cripta,undercroft_outskirts_scene
escena del cayo pequeño,little_cay_scene
escena del cayo del cráter,crater_cay_scene
escena de las islas sinuosas,winding_isles_scene
escena del cayo de la cuenca,basin_cay_scene
