ch_tra,slug
中紀 a2 遺物,neo_a2_relic
中紀 g1 遺物,neo_g1_relic
中紀 k2 遺物,neo_k2_relic
中紀 n1 遺物,neo_n1_relic
中紀 b6 遺物,neo_b6_relic
中紀 s2 遺物,neo_s2_relic
中紀 a3 遺物,neo_a3_relic
中紀 z4 遺物,neo_z4_relic
中紀 t2 遺物,neo_t2_relic
中紀 a4 遺物,neo_a4_relic
中紀 s10 遺物,neo_s10_relic
中紀 s1 遺物,neo_s1_relic
前紀 t2 遺物,meso_t2_relic
前紀 t1 遺物,meso_t1_relic
前紀 o2 遺物,meso_o2_relic
前紀 s6 遺物,meso_s6_relic
前紀 m1 遺物,meso_m1_relic
前紀 v5 遺物,meso_v5_relic
前紀 n7 遺物,meso_n7_relic
前紀 k2 遺物,meso_k2_relic
前紀 a2 遺物,meso_a2_relic
前紀 n4 遺物,meso_n4_relic
前紀 s5 遺物,meso_s5_relic
前紀 o1 遺物,meso_o1_relic
前紀 c5 遺物,meso_c5_relic
前紀 r3 遺物,meso_r3_relic
前紀 e4 遺物,meso_e4_relic
前紀 v4 遺物,meso_v4_relic
前紀 n8 遺物,meso_n8_relic
前紀 s4 遺物,meso_s4_relic
前紀 n6 遺物,meso_n6_relic
前紀 n3 遺物,meso_n3_relic
前紀 f2 遺物,meso_f2_relic
前紀 t4 遺物,meso_t4_relic
前紀 d6 遺物,meso_d6_relic
前紀 p4 遺物,meso_p4_relic
前紀 o4 遺物,meso_o4_relic
前紀 s3 遺物,meso_s3_relic
前紀 n11 遺物,meso_n11_relic
前紀 d5 遺物,meso_d5_relic
前紀 g2 遺物,meso_g2_relic
前紀 c6 遺物,meso_c6_relic
前紀 v3 遺物,meso_v3_relic
前紀 k1 遺物,meso_k1_relic
前紀 h1 遺物,meso_h1_relic
前紀 m2 遺物,meso_m2_relic
前紀 a1 遺物,meso_a1_relic
前紀 z2 遺物,meso_z2_relic
前紀 p1 遺物,meso_p1_relic
前紀 b3 遺物,meso_b3_relic
前紀 c2 遺物,meso_c2_relic
前紀 o3 遺物,meso_o3_relic
前紀 s7 遺物,meso_s7_relic
前紀 b2 遺物,meso_b2_relic
前紀 z1 遺物,meso_z1_relic
前紀 d2 遺物,meso_d2_relic
前紀 f1 遺物,meso_f1_relic
前紀 s2 遺物,meso_s2_relic
前紀 l1 遺物,meso_l1_relic
前紀 c4 遺物,meso_c4_relic
前紀 r2 遺物,meso_r2_relic
前紀 n9 遺物,meso_n9_relic
前紀 b4 遺物,meso_b4_relic
前紀 i1 遺物,meso_i1_relic
前紀 k3 遺物,meso_k3_relic
前紀 n10 遺物,meso_n10_relic
前紀 p3 遺物,meso_p3_relic
前紀 p2 遺物,meso_p2_relic
前紀 s1 遺物,meso_s1_relic
前紀 g1 遺物,meso_g1_relic
前紀 c3 遺物,meso_c3_relic
前紀 n5 遺物,meso_n5_relic
前紀 v1 遺物,meso_v1_relic
前紀 b1 遺物,meso_b1_relic
前紀 e2 遺物,meso_e2_relic
前紀 z3 遺物,meso_z3_relic
前紀 m3 遺物,meso_m3_relic
前紀 f3 遺物,meso_f3_relic
前紀 e1 遺物,meso_e1_relic
前紀 n2 遺物,meso_n2_relic
前紀 v2 遺物,meso_v2_relic
前紀 r1 遺物,meso_r1_relic
前紀 d3 遺物,meso_d3_relic
前紀 t3 遺物,meso_t3_relic
前紀 s8 遺物,meso_s8_relic
前紀 c1 遺物,meso_c1_relic
前紀 e5 遺物,meso_e5_relic
前紀 n1 遺物,meso_n1_relic
前紀 e3 遺物,meso_e3_relic
前紀 d4 遺物,meso_d4_relic
前紀 w1 遺物,meso_w1_relic
前紀 v6 遺物,meso_v6_relic
前紀 s9 遺物,meso_s9_relic
前紀 d1 遺物,meso_d1_relic
古紀 h2 遺物,lith_h2_relic
古紀 z1 遺物,lith_z1_relic
古紀 b1 遺物,lith_b1_relic
古紀 a2 遺物,lith_a2_relic
古紀 l1 遺物,lith_l1_relic
古紀 w1 遺物,lith_w1_relic
古紀 v4 遺物,lith_v4_relic
古紀 s6 遺物,lith_s6_relic
古紀 n3 遺物,lith_n3_relic
古紀 n4 遺物,lith_n4_relic
古紀 m5 遺物,lith_m5_relic
古紀 c6 遺物,lith_c6_relic
古紀 c5 遺物,lith_c5_relic
古紀 v6 遺物,lith_v6_relic
古紀 v3 遺物,lith_v3_relic
古紀 b4 遺物,lith_b4_relic
古紀 n2 遺物,lith_n2_relic
古紀 g1 遺物,lith_g1_relic
古紀 i1 遺物,lith_i1_relic
古紀 t5 遺物,lith_t5_relic
古紀 g3 遺物,lith_g3_relic
古紀 b8 遺物,lith_b8_relic
古紀 d4 遺物,lith_d4_relic
古紀 t3 遺物,lith_t3_relic
古紀 s9 遺物,lith_s9_relic
古紀 s5 遺物,lith_s5_relic
古紀 c7 遺物,lith_c7_relic
古紀 k4 遺物,lith_k4_relic
古紀 t4 遺物,lith_t4_relic
古紀 n6 遺物,lith_n6_relic
古紀 b7 遺物,lith_b7_relic
古紀 p5 遺物,lith_p5_relic
古紀 d3 遺物,lith_d3_relic
古紀 n5 遺物,lith_n5_relic
古紀 p4 遺物,lith_p4_relic
古紀 s4 遺物,lith_s4_relic
古紀 s7 遺物,lith_s7_relic
古紀 c2 遺物,lith_c2_relic
古紀 k2 遺物,lith_k2_relic
古紀 b6 遺物,lith_b6_relic
古紀 m3 遺物,lith_m3_relic
古紀 c4 遺物,lith_c4_relic
古紀 m2 遺物,lith_m2_relic
古紀 v2 遺物,lith_v2_relic
古紀 o2 遺物,lith_o2_relic
古紀 p1 遺物,lith_p1_relic
古紀 t2 遺物,lith_t2_relic
古紀 v5 遺物,lith_v5_relic
古紀 b3 遺物,lith_b3_relic
古紀 n1 遺物,lith_n1_relic
古紀 k1 遺物,lith_k1_relic
古紀 c1 遺物,lith_c1_relic
古紀 w2 遺物,lith_w2_relic
古紀 s10 遺物,lith_s10_relic
古紀 p3 遺物,lith_p3_relic
古紀 d2 遺物,lith_d2_relic
古紀 m6 遺物,lith_m6_relic
古紀 s3 遺物,lith_s3_relic
古紀 h1 遺物,lith_h1_relic
古紀 b2 遺物,lith_b2_relic
古紀 t1 遺物,lith_t1_relic
古紀 a1 遺物,lith_a1_relic
古紀 m1 遺物,lith_m1_relic
古紀 p2 遺物,lith_p2_relic
古紀 a3 遺物,lith_a3_relic
古紀 m4 遺物,lith_m4_relic
古紀 g2 遺物,lith_g2_relic
古紀 f2 遺物,lith_f2_relic
古紀 v1 遺物,lith_v1_relic
古紀 b5 遺物,lith_b5_relic
古紀 c3 遺物,lith_c3_relic
古紀 z2 遺物,lith_z2_relic
古紀 o1 遺物,lith_o1_relic
古紀 f1 遺物,lith_f1_relic
古紀 m7 遺物,lith_m7_relic
古紀 k5 遺物,lith_k5_relic
古紀 s2 遺物,lith_s2_relic
古紀 k3 遺物,lith_k3_relic
古紀 d1 遺物,lith_d1_relic
古紀 l2 遺物,lith_l2_relic
古紀 s8 遺物,lith_s8_relic
古紀 v8 遺物,lith_v8_relic
古紀 v7 遺物,lith_v7_relic
古紀 s1 遺物,lith_s1_relic
液肺魩,aquapulmo
奧鯷鰵,ostimyr
琉璃鯻,vitreospina
清道鯰,cryptosuctus
巴魮魠,barbisteo
奇美鮥,kymaeros
氨膜鯉,amniophysi
臟葉鰼,lobotriscid
鞭棘鱇,flagellocanth
古鰧魶,glutinox
泌溢鯤,myxostomata
杜羅鯣,duroid
軟骨鰱,chondricord
查克鰻,charc_eel
古泊拉,goopolla
陰暗鰩,murkray
鯊客,sharrac
卡其那,karkina
喉魚,mawfish
庫特-庫特,khut_khut
約格溫,yogwun
塔洛,tralok
摩圖斯肺魚,mortus_lungfish
蓋拉佩德,glappid
諾格,norg
克蘇爾,cuthol
污泥繞環者,mirewinder
液集盒,sapcaddy
眼—眼,eye_eye
迴聲繞環者,echowinder
磚瓦匠,brickie
磷蝦殺手,kriller
海龍,synathid
輪藻微粒,charamote
多目鰻,tromyzon
洗滌者,scrubber
修補機,tink
續播機,recaster
長型環繞者,longwinder
出血,hemorrhage
奧寧自修,auto_omni
祈奉強襲,votive_onslaught
隔斷,cordon
內部出血,internal_bleeding
強盾火力,fortifying_fire
鸚鵡螺頭部,nautilus_cerebrum
鸚鵡螺 藍圖,nautilus_blueprint
防禦射擊,protective_shots
赤紅賦格,crimson_fugue
天譴彈頭,scourging_warheads
蛆蟲的苦難,worms_torment
抵禦火力,defensive_fire
奧剛調諧戰陣,orgone_tuning_matrix
堅毅戰陣,indomitable_matrix
鸚鵡螺 一套,nautilus_set
鐵鎧戰陣,ironclad_matrix
granum 的天敵,granums_nemesis
突擊戰陣,onslaught_matrix
波段阻斷,waveband_disruptor
鸚鵡螺外殼,nautilus_carapace
奇襲戰陣,raider_matrix
鳳凰烈炎,phoenix_blaze
鸚鵡螺系統,nautilus_systems
嫣紅潘塔 槍機,carmine_penta_receiver
嫣紅潘塔 槍托,carmine_penta_stock
嫣紅潘塔 槍管,carmine_penta_barrel
嫣紅 潘塔 藍圖,carmine_penta_blueprint
嫣紅 潘塔 一套,carmine_penta_set
厄索戴 藍圖,athodai_blueprint
厄索戴 槍管,athodai_barrel
厄索戴 槍機,athodai_receiver
厄索戴 一套,athodai_set
哈利卡 亡魂,halikar_wraith
墓悼者 槍機,epitaph_receiver
墓悼者 一套,epitaph_set
墓悼者 槍管,epitaph_barrel
墓悼者 藍圖,epitaph_blueprint
火衛二深邃場景,deimos_depths_scene
火衛二魔心場景,deimos_heart_scene
火衛二天然井場景,deimos_cenote_scene
火衛二隱窖場景,deimos_crypt_scene
infested 船艦全像場景,infested_ship_hologram_scene
冷寒徹骨場景,the_cold_below_scene
火衛二遺棄場景,deimos_forsaken_scene
火衛二薄膜場景,deimos_membrane_scene
火衛二邊際場景,deimos_verge_scene
後紀 g5 遺物,axi_g5_relic
中紀 k3 遺物,neo_k3_relic
中紀 z8 遺物,neo_z8_relic
前紀 r4 遺物,meso_r4_relic
古紀 c8 遺物,lith_c8_relic
古紀 t6 遺物,lith_t6_relic
土星六號場景,saturn_six_scene
前紀 p5 遺物,meso_p5_relic
古紀 k6 遺物,lith_k6_relic
後紀 g6 遺物,axi_g6_relic
創傷 prime 握柄,volnus_prime_handle
創傷 prime 鎚頭,volnus_prime_head
中紀 t4 遺物,neo_t4_relic
前紀 t5 遺物,meso_t5_relic
前紀 z4 遺物,meso_z4_relic
中紀 v10 遺物,neo_v10_relic
gara prime 藍圖,gara_prime_blueprint
創傷 prime 一套,volnus_prime_set
gara prime 一套,gara_prime_set
gara prime 頭部神經光元 藍圖,gara_prime_neuroptics_blueprint
gara prime 系統 藍圖,gara_prime_systems_blueprint
碎裂者 prime 藍圖,astilla_prime_blueprint
後紀 n7 遺物,axi_n7_relic
碎裂者 prime 槍機,astilla_prime_receiver
碎裂者 prime 槍管,astilla_prime_barrel
碎裂者 prime 一套,astilla_prime_set
古紀 a4 遺物,lith_a4_relic
後紀 i1 遺物,axi_i1_relic
碎裂者 prime 槍托,astilla_prime_stock
創傷 prime 藍圖,volnus_prime_blueprint
中紀 a5 遺物,neo_a5_relic
gara prime 機體 藍圖,gara_prime_chassis_blueprint
古紀 g4 遺物,lith_g4_relic
修復補給機,repair_dispensary
戰術上膛 prime,primed_tactical_pump
空爆彈頭,airburst_rounds
中紀 d3 遺物,neo_d3_relic
融合儲能池,fused_reservoir
豐饌滋養,hearty_nourishment
後紀 t7 遺物,axi_t7_relic
棱晶 馬謝特,prisma_machete
奧堤克光子槍 破壞者,opticor_vandal
激昂煉獄,galvanized_hell
惡意荼害,malicious_code
刻菈腳架 藍圖,cela_bracket_blueprint
閃避否決,evasive_denial
激昂擴散,galvanized_diffusion
瞬斬,swift_mercy
婉慈穩椎 藍圖,wanz_stabilizer_blueprint
激昂才能,galvanized_aptitude
諸柏腳架 藍圖,zubb_bracket_blueprint
赫克犬首 藍圖,hec_hound_blueprint
激昂瞄具,galvanized_scope
激昂加速,galvanized_acceleration
汲能釋放,power_drain
作用抵減,counterbalance
興達穩椎,hinta_stabilizer
索回審核,repo_audit
激昂準心,galvanized_crosshairs
迦姆核心 藍圖,garmr_core_blueprint
聚焦展望,focused_prospectus
朵瑪犬首 藍圖,dorma_hound_blueprint
硬體重置,hard_reset
陪臚犬首 藍圖,bhaira_hound_blueprint
激昂射擊,galvanized_shot
反射否決,reflex_denial
艾蕾核心 藍圖,adlet_core_blueprint
制空展望,aerial_prospectus
協力展望,synergized_prospectus
伐嚇穩椎 藍圖,frak_stabilizer_blueprint
萊優核心 藍圖,raiju_core_blueprint
防火牆,firewall
激昂通曉,galvanized_savvy
烏迦腳架 藍圖,urga_bracket_blueprint
抵消審核,null_audit
oull,oull
多重否決,diversified_denial
均衡審核,equilibrium_audit
激昂膛室,galvanized_chamber
新世間戰鬥表情動作,new_loka_combat_emote
中樞蘇達操縱表情動作,cephalon_suda_piloting_emote
血色面紗胸甲,red_veil_chest_piece
佩蘭操縱表情動作,perrin_piloting_emote
蘇達胸甲,suda_chest_piece
仲裁者操縱表情動作,arbiters_piloting_emote
血色面紗護膝,red_veil_knee_guards
次要無情,secondary_merciless
主要無情,primary_merciless
防線胸甲,meridian_chest_plate
meridian armor set,meridian_armor_set
防線臂部馬刺,meridian_arm_spurs
中樞蘇達重砲表情動作,cephalon_suda_gunnery_emote
索拉里斯腿部馬刺,solaris_leg_spurs
世間膝部馬刺,lokan_knee_spurs
仲裁者戰鬥表情動作,arbiters_combat_emote
鋼鐵防線戰鬥表情動作,steel_meridian_combat_emote
鋼鐵防線操縱表情動作,steel_meridian_piloting_emote
次要嫻熟,secondary_dexterity
世間臂甲,lokan_arm_plates
蘇達腿部馬刺,suda_leg_spurs
鋼鐵防線生存表情動作,steel_meridian_endurance_emote
perrin armor set,perrin_armor_set
ostron 護胸,ostron_chest_guard
中樞蘇達生存表情動作,cephalon_suda_endurance_emote
佩蘭護腿,perrin_leg_guards
均衡胸甲,hexis_chest_plate
蘇達臂部馬刺,suda_arm_spurs
suda armor set,suda_armor_set
佩蘭胸甲,perrin_chest_piece
佩蘭生存表情動作,perrin_endurance_emote
均衡臂甲,hexis_arm_plates
索拉里斯胸印,solaris_chest_marker
solaris armor set,solaris_armor_set
血色面紗工程表情動作,red_veil_engineering_emote
新世間工程表情動作,new_loka_engineering_emote
血色面紗臂章,red_veil_arm_insignia
lokan armor set,lokan_armor_set
新世間操縱表情動作,new_loka_piloting_emote
索拉里斯護臂,solaris_arm_guards
仲裁者工程表情動作,arbiters_engineering_emote
ostron armor set,ostron_armor_set
佩蘭護臂,perrin_arm_guards
世間胸甲,lokan_chest_piece
均衡馬刺,hexis_spurs
中樞蘇達工程表情動作,cephalon_suda_engineering_emote
hexis armor set,hexis_armor_set
仲裁者重砲表情動作,arbiters_gunnery_emote
新世間生存表情動作,new_loka_endurance_emote
仲裁者生存表情動作,arbiters_endurance_emote
次要摘首,secondary_deadhead
鋼鐵防線重砲表情動作,steel_meridian_gunnery_emote
ostron 護腿,ostron_leg_guards
防線腿部馬刺,meridian_leg_spurs
ostron 護臂,ostron_arm_guards
中樞蘇達戰鬥表情動作,cephalon_suda_combat_emote
血色面紗操縱表情動作,red_veil_piloting_emote
主要摘首,primary_deadhead
red veil armor set,red_veil_armor_set
主要嫻熟,primary_dexterity
大使 槍管,ambassador_barrel
大使 一套,ambassador_set
大使 槍機,ambassador_receiver
大使 槍托,ambassador_stock
大使 藍圖,ambassador_blueprint
nidus prime 藍圖,nidus_prime_blueprint
前紀 b5 遺物,meso_b5_relic
中紀 n17 遺物,neo_n17_relic
斯特朗 prime 一套,strun_prime_set
前紀 s10 遺物,meso_s10_relic
古紀 k7 遺物,lith_k7_relic
古紀 n8 遺物,lith_n8_relic
中紀 p3 遺物,neo_p3_relic
麥格努斯 prime 一套,magnus_prime_set
彈匣增幅 prime,primed_magazine_warp
後紀 m2 遺物,axi_m2_relic
nidus prime 一套,nidus_prime_set
斯特朗 prime 藍圖,strun_prime_blueprint
後紀 i2 遺物,axi_i2_relic
屠夫縱宴,butchers_revelry
麥格努斯 prime 藍圖,magnus_prime_blueprint
古紀 n7 遺物,lith_n7_relic
斯特朗 prime 槍機,strun_prime_receiver
前紀 b6 遺物,meso_b6_relic
中紀 t5 遺物,neo_t5_relic
斯特朗 prime 槍管,strun_prime_barrel
nidus prime 系統 藍圖,nidus_prime_systems_blueprint
斯特朗 prime 槍托,strun_prime_stock
古紀 t7 遺物,lith_t7_relic
後紀 a14 遺物,axi_a14_relic
nidus prime 頭部神經光元 藍圖,nidus_prime_neuroptics_blueprint
nidus prime 機體 藍圖,nidus_prime_chassis_blueprint
麥格努斯 prime 槍機,magnus_prime_receiver
麥格努斯 prime 槍管,magnus_prime_barrel
中紀 n16 遺物,neo_n16_relic
屍鬼輪鋸刃片,ghoulsaw_blade_blueprint
屍鬼輪鋸握把,ghoulsaw_grip_blueprint
屍鬼輪鋸引擎,ghoulsaw_engine_blueprint
屍鬼輪鋸 一套,ghoulsaw_set
屍鬼輪鋸機體,ghoulsaw_chassis_blueprint
屍鬼輪鋸 藍圖,ghoulsaw_blueprint
霰彈擴充 prime,primed_ammo_stock
瓦瑟火槍,vastilok
吸血支配,vampiric_grasp
冠軍祝福,champions_blessing
古紀 l3 遺物,lith_l3_relic
迅捷噬咬,swift_bite
前紀 b7 遺物,meso_b7_relic
前紀 p6 遺物,meso_p6_relic
中紀 a6 遺物,neo_a6_relic
中紀 h3 遺物,neo_h3_relic
古紀 r1 遺物,lith_r1_relic
無情迷蹤,the_relentless_lost
古紀 k8 遺物,lith_k8_relic
中紀 d4 遺物,neo_d4_relic
後紀 d3 遺物,axi_d3_relic
後紀 m3 遺物,axi_m3_relic
古紀 n9 遺物,lith_n9_relic
後紀 p4 遺物,axi_p4_relic
喪鐘 prime 一套,knell_prime_set
玻瑞爾之鄙,boreals_contempt
妮菈的痛苦,niras_anguish
前紀 a3 遺物,meso_a3_relic
後紀 s9 遺物,axi_s9_relic
亞瑪爾之鄙,amars_contempt
禍根 prime 刀刃,scourge_prime_blade
古紀 t8 遺物,lith_t8_relic
harrow prime 藍圖,harrow_prime_blueprint
harrow prime 一套,harrow_prime_set
前紀 g3 遺物,meso_g3_relic
前紀 i2 遺物,meso_i2_relic
亞瑪爾的痛苦,amars_anguish
妮菈的憎恨,niras_hatred
喪鐘 prime 槍管,knell_prime_barrel
後紀 t8 遺物,axi_t8_relic
古紀 h3 遺物,lith_h3_relic
後紀 c7 遺物,axi_c7_relic
harrow prime 頭部神經光元 藍圖,harrow_prime_neuroptics_blueprint
禍根 prime 槍管,scourge_prime_barrel
喪鐘 prime 藍圖,knell_prime_blueprint
玻瑞爾的憎恨,boreals_hatred
古紀 s11 遺物,lith_s11_relic
中紀 k4 遺物,neo_k4_relic
中紀 n18 遺物,neo_n18_relic
亞瑪爾的憎恨,amars_hatred
古紀 t9 遺物,lith_t9_relic
玻瑞爾的痛苦,boreals_anguish
harrow prime 機體 藍圖,harrow_prime_chassis_blueprint
禍根 prime 一套,scourge_prime_set
妮菈之鄙,niras_contempt
後紀 k6 遺物,axi_k6_relic
harrow prime 系統 藍圖,harrow_prime_systems_blueprint
古紀 c9 遺物,lith_c9_relic
禍根 prime 握柄,scourge_prime_handle
喪鐘 prime 槍機,knell_prime_receiver
禍根 prime 藍圖,scourge_prime_blueprint
前紀 s11 遺物,meso_s11_relic
熱能傳遞,thermal_transfer
中紀 p4 遺物,neo_p4_relic
饕客,gourmand
普拉咖薩覲見室場景,praghasa_throne_room_scene
洶湧鋸片,surging_blades
削骨寒霜,biting_frost
古紀 n10 遺物,lith_n10_relic
狙擊槍彈藥轉換 prime,primed_sniper_ammo_mutation
garuda prime 機體 藍圖,garuda_prime_chassis_blueprint
黑鴉 prime 一套,corvas_prime_set
古紀 n11 遺物,lith_n11_relic
噬蛇弩 prime 一套,nagantaka_prime_set
後紀 k7 遺物,axi_k7_relic
古紀 s12 遺物,lith_s12_relic
黑鴉 prime 槍管,corvas_prime_barrel
黑鴉 prime 藍圖,corvas_prime_blueprint
噬蛇弩 prime 槍機,nagantaka_prime_receiver
噬蛇弩 prime 藍圖,nagantaka_prime_blueprint
古紀 h4 遺物,lith_h4_relic
黑鴉 prime 槍托,corvas_prime_stock
噬蛇弩 prime 槍托,nagantaka_prime_stock
garuda prime 系統 藍圖,garuda_prime_systems_blueprint
前紀 g4 遺物,meso_g4_relic
後紀 s11 遺物,axi_s11_relic
古紀 z3 遺物,lith_z3_relic
黑鴉 prime 槍機,corvas_prime_receiver
後紀 s10 遺物,axi_s10_relic
古紀 g5 遺物,lith_g5_relic
前紀 p7 遺物,meso_p7_relic
古紀 n12 遺物,lith_n12_relic
噬蛇弩 prime 槍管,nagantaka_prime_barrel
garuda prime 一套,garuda_prime_set
中紀 n20 遺物,neo_n20_relic
garuda prime 頭部神經光元 藍圖,garuda_prime_neuroptics_blueprint
前紀 n12 遺物,meso_n12_relic
後紀 g7 遺物,axi_g7_relic
中紀 c2 遺物,neo_c2_relic
中紀 m4 遺物,neo_m4_relic
garuda prime 藍圖,garuda_prime_blueprint
扎日曼蛹巖場景,zariman_chrysalith_scene
扎日曼聖物驅動場景,zariman_reliquary_drive_scene
扎日曼月動球場場景,zariman_lunaro_court_scene
蛻現消散,emergence_dissipate
蛻變活力,molt_vigor
狂風破曉,galeforce_dawn
扎日曼貨艙場景,zariman_cargo_bay_scene
扎日曼校園場景,zariman_schoolyard_scene
扎日曼天使歇息處場景,zariman_angel_roost_scene
扎日曼寧靜之層場景,zariman_serenity_levels_scene
蛻現恢復,emergence_renewed
扎日曼寢區場景,zariman_dormizone_scene
永恆滅絕,eternal_eradicate
扎日曼律法院場景,zariman_hall_of_legems_scene
扎日曼監獄場景,zariman_brig_scene
扎日曼阿爾布雷希特公園場景,zariman_albrecht_park_scene
蛻變效率,molt_efficiency
蛻現救星,emergence_savior
扎日曼水栽場景,zariman_agri_zone_scene
扎日曼停靠港灣場景,zariman_docking_bay_scene
連貫溢能,cascadia_overcharge
距離優勢,range_advantage
戰鬥裝填,combat_reload
扎日曼居住區場景,zariman_habitation_zone_scene
扎日曼圓形劇場場景,zariman_amphitheatre_scene
樂銃 藍圖,laetum_blueprint
馭風 槍機 藍圖,aeolak_receiver_blueprint
夕憶 握柄 藍圖,hespar_handle_blueprint
剝奪 藍圖,praedos_blueprint
馭風 槍管 藍圖,aeolak_barrel_blueprint
馭風 一套,aeolak_set
夕憶 一套,hespar_set
夕憶 刀刃 藍圖,hespar_blade_blueprint
馭風 槍托 藍圖,aeolak_stock_blueprint
梵魔 藍圖,phenmor_blueprint
永恆猛攻,eternal_onslaught
三伏天夜晚場景,dog_days_night_scene
影絡 藍圖,innodem_blueprint
斐獵 藍圖,felarx_blueprint
蛻變重構,molt_reconstruct
蛻變賜力,molt_augmented
parallax 一套,parallax_set
永恆後勤,eternal_logistics
parallax 飛航系統 藍圖,parallax_avionics_blueprint
parallax 引擎 藍圖,parallax_engines_blueprint
parallax 機身 藍圖,parallax_fuselage_blueprint
連貫賦力,cascadia_empowered
棱晶 陰影 一套,prisma_shade_set
碎形重置,fractalized_reset
連貫閃焰,cascadia_flare
棱晶 雷射點發,prisma_burst_laser
連貫精準,cascadia_accuracy
月牙擬狐獸 基因印記,crescent_vulpaphyla_imprint
狡猾擬狐獸 基因印記,sly_vulpaphyla_imprint
維安孤生獸 基因印記,medjay_predasite_imprint
臣官孤生獸 基因印記,vizier_predasite_imprint
猛甲擬狐獸 基因印記,panzer_vulpaphyla_imprint
法老孤生獸 基因印記,pharaoh_predasite_imprint
豪豬 prime 藍圖,hystrix_prime_blueprint
後紀 k10 遺物,axi_k10_relic
後紀 n8 遺物,axi_n8_relic
前紀 o5 遺物,meso_o5_relic
前紀 p8 遺物,meso_p8_relic
中紀 n21 遺物,neo_n21_relic
khora prime 機體 藍圖,khora_prime_chassis_blueprint
凱瑞斯雙刀 prime 一套,dual_keres_prime_set
後紀 k9 遺物,axi_k9_relic
豪豬 prime 一套,hystrix_prime_set
後紀 g8 遺物,axi_g8_relic
前紀 h3 遺物,meso_h3_relic
凱瑞斯雙刀 prime 握柄,dual_keres_prime_handle
khora prime 一套,khora_prime_set
khora prime 藍圖,khora_prime_blueprint
中紀 g4 遺物,neo_g4_relic
豪豬 prime 槍機,hystrix_prime_receiver
中紀 d5 遺物,neo_d5_relic
古紀 k9 遺物,lith_k9_relic
後紀 k8 遺物,axi_k8_relic
邪惡爆發,vile_discharge
前紀 h2 遺物,meso_h2_relic
豪豬 prime 槍管,hystrix_prime_barrel
前紀 v7 遺物,meso_v7_relic
khora prime 頭部神經光元 藍圖,khora_prime_neuroptics_blueprint
凱瑞斯雙刀 prime 藍圖,dual_keres_prime_blueprint
中紀 s15 遺物,neo_s15_relic
後紀 s12 遺物,axi_s12_relic
關鍵精準,critical_precision
khora prime 系統 藍圖,khora_prime_systems_blueprint
凱瑞斯雙刀 prime 刀刃,dual_keres_prime_blade
怪奇觀眾,peculiar_audience
執政官 聚精會神,archon_intensify
古紀 n13 遺物,lith_n13_relic
中紀 z9 遺物,neo_z9_relic
執政官 持久力,archon_continuity
前紀 w2 遺物,meso_w2_relic
中紀 e3 遺物,neo_e3_relic
執政官 川流不息,archon_flow
執政官 生命力,archon_vitality
後紀 t9 遺物,axi_t9_relic
執政官 延伸,archon_stretch
古紀 s13 遺物,lith_s13_relic
古紀 h6 遺物,lith_h6_relic
龍辰 prime 刀刃,tatsu_prime_blade
中紀 t6 遺物,neo_t6_relic
前紀 p10 遺物,meso_p10_relic
revenant prime 機體 藍圖,revenant_prime_chassis_blueprint
revenant prime 系統 藍圖,revenant_prime_systems_blueprint
龍辰 prime 一套,tatsu_prime_set
龍辰 prime 藍圖,tatsu_prime_blueprint
前紀 n13 遺物,meso_n13_relic
revenant prime 一套,revenant_prime_set
幻離子 prime 槍管,phantasma_prime_barrel
古紀 p6 遺物,lith_p6_relic
revenant prime 頭部神經光元 藍圖,revenant_prime_neuroptics_blueprint
龍辰 prime 握柄,tatsu_prime_handle
前紀 k4 遺物,meso_k4_relic
幻離子 prime 藍圖,phantasma_prime_blueprint
幻離子 prime 一套,phantasma_prime_set
古紀 h5 遺物,lith_h5_relic
後紀 t10 遺物,axi_t10_relic
幻離子 prime 槍機,phantasma_prime_receiver
後紀 n9 遺物,axi_n9_relic
古紀 r2 遺物,lith_r2_relic
revenant prime 藍圖,revenant_prime_blueprint
前紀 p9 遺物,meso_p9_relic
古紀 s14 遺物,lith_s14_relic
幻離子 prime 槍托,phantasma_prime_stock
古紀 b9 遺物,lith_b9_relic
後紀 a15 遺物,axi_a15_relic
後紀 s13 遺物,axi_s13_relic
中紀 s16 遺物,neo_s16_relic
中紀 i3 遺物,neo_i3_relic
前紀 o6 遺物,meso_o6_relic
展月,vericres
合相電壓,conjunction_voltage
主要凍傷,primary_frostbite
崛起賦能,arcane_rise
肆飆 一套,perigale_set
破冪森林場景,veilbreak_forest_scene
肆飆 槍托,perigale_stock
闇牙 刀刃,sarofang_blade
破冪工廠場景,veilbreak_factory_scene
月球圓承宮場景,lua_circulus_scene
庇祐賦能,arcane_blessing
闇牙 握柄,sarofang_handle
闇牙 一套,sarofang_set
破冪骨螺母艦場景,veilbreak_murex_scene
肆飆 槍管,perigale_barrel
肆飆 槍機,perigale_receiver
古紀 g6 遺物,lith_g6_relic
後紀 s14 遺物,axi_s14_relic
前紀 t6 遺物,meso_t6_relic
中紀 c3 遺物,neo_c3_relic
baruuk prime 機體 藍圖,baruuk_prime_chassis_blueprint
前紀 a4 遺物,meso_a4_relic
後紀 n10 遺物,axi_n10_relic
後紀 b5 遺物,axi_b5_relic
中紀 a8 遺物,neo_a8_relic
前紀 v8 遺物,meso_v8_relic
baruuk prime 藍圖,baruuk_prime_blueprint
