ch_sim,slug
前纪 p4 遗物,meso_p4_relic
前纪 o4 遗物,meso_o4_relic
前纪 s3 遗物,meso_s3_relic
前纪 n11 遗物,meso_n11_relic
前纪 d5 遗物,meso_d5_relic
前纪 g2 遗物,meso_g2_relic
前纪 c6 遗物,meso_c6_relic
前纪 v3 遗物,meso_v3_relic
前纪 k1 遗物,meso_k1_relic
前纪 h1 遗物,meso_h1_relic
前纪 m2 遗物,meso_m2_relic
前纪 a1 遗物,meso_a1_relic
前纪 z2 遗物,meso_z2_relic
前纪 p1 遗物,meso_p1_relic
前纪 b3 遗物,meso_b3_relic
前纪 c2 遗物,meso_c2_relic
前纪 o3 遗物,meso_o3_relic
前纪 s7 遗物,meso_s7_relic
前纪 b2 遗物,meso_b2_relic
前纪 z1 遗物,meso_z1_relic
前纪 d2 遗物,meso_d2_relic
前纪 f1 遗物,meso_f1_relic
前纪 s2 遗物,meso_s2_relic
前纪 l1 遗物,meso_l1_relic
前纪 c4 遗物,meso_c4_relic
前纪 r2 遗物,meso_r2_relic
前纪 n9 遗物,meso_n9_relic
前纪 b4 遗物,meso_b4_relic
前纪 i1 遗物,meso_i1_relic
前纪 k3 遗物,meso_k3_relic
前纪 n10 遗物,meso_n10_relic
前纪 p3 遗物,meso_p3_relic
前纪 p2 遗物,meso_p2_relic
前纪 s1 遗物,meso_s1_relic
前纪 g1 遗物,meso_g1_relic
前纪 c3 遗物,meso_c3_relic
前纪 n5 遗物,meso_n5_relic
前纪 v1 遗物,meso_v1_relic
前纪 b1 遗物,meso_b1_relic
前纪 e2 遗物,meso_e2_relic
前纪 z3 遗物,meso_z3_relic
前纪 m3 遗物,meso_m3_relic
前纪 f3 遗物,meso_f3_relic
前纪 e1 遗物,meso_e1_relic
前纪 n2 遗物,meso_n2_relic
前纪 v2 遗物,meso_v2_relic
前纪 r1 遗物,meso_r1_relic
前纪 d3 遗物,meso_d3_relic
前纪 t3 遗物,meso_t3_relic
前纪 s8 遗物,meso_s8_relic
前纪 c1 遗物,meso_c1_relic
前纪 e5 遗物,meso_e5_relic
前纪 n1 遗物,meso_n1_relic
前纪 e3 遗物,meso_e3_relic
前纪 d4 遗物,meso_d4_relic
前纪 w1 遗物,meso_w1_relic
前纪 v6 遗物,meso_v6_relic
前纪 s9 遗物,meso_s9_relic
前纪 d1 遗物,meso_d1_relic
古纪 h2 遗物,lith_h2_relic
古纪 z1 遗物,lith_z1_relic
古纪 b1 遗物,lith_b1_relic
古纪 a2 遗物,lith_a2_relic
古纪 l1 遗物,lith_l1_relic
古纪 w1 遗物,lith_w1_relic
古纪 v4 遗物,lith_v4_relic
古纪 s6 遗物,lith_s6_relic
古纪 n3 遗物,lith_n3_relic
古纪 n4 遗物,lith_n4_relic
古纪 m5 遗物,lith_m5_relic
古纪 c6 遗物,lith_c6_relic
古纪 c5 遗物,lith_c5_relic
古纪 v6 遗物,lith_v6_relic
古纪 v3 遗物,lith_v3_relic
古纪 b4 遗物,lith_b4_relic
古纪 n2 遗物,lith_n2_relic
古纪 g1 遗物,lith_g1_relic
古纪 i1 遗物,lith_i1_relic
古纪 t5 遗物,lith_t5_relic
古纪 g3 遗物,lith_g3_relic
古纪 b8 遗物,lith_b8_relic
古纪 d4 遗物,lith_d4_relic
古纪 t3 遗物,lith_t3_relic
古纪 s9 遗物,lith_s9_relic
古纪 s5 遗物,lith_s5_relic
古纪 c7 遗物,lith_c7_relic
古纪 k4 遗物,lith_k4_relic
古纪 t4 遗物,lith_t4_relic
古纪 n6 遗物,lith_n6_relic
古纪 b7 遗物,lith_b7_relic
古纪 p5 遗物,lith_p5_relic
古纪 d3 遗物,lith_d3_relic
古纪 n5 遗物,lith_n5_relic
古纪 p4 遗物,lith_p4_relic
古纪 s4 遗物,lith_s4_relic
古纪 s7 遗物,lith_s7_relic
古纪 c2 遗物,lith_c2_relic
古纪 k2 遗物,lith_k2_relic
古纪 b6 遗物,lith_b6_relic
古纪 m3 遗物,lith_m3_relic
古纪 c4 遗物,lith_c4_relic
古纪 m2 遗物,lith_m2_relic
古纪 v2 遗物,lith_v2_relic
古纪 o2 遗物,lith_o2_relic
古纪 p1 遗物,lith_p1_relic
古纪 t2 遗物,lith_t2_relic
古纪 v5 遗物,lith_v5_relic
古纪 b3 遗物,lith_b3_relic
古纪 n1 遗物,lith_n1_relic
古纪 k1 遗物,lith_k1_relic
古纪 c1 遗物,lith_c1_relic
古纪 w2 遗物,lith_w2_relic
古纪 s10 遗物,lith_s10_relic
古纪 p3 遗物,lith_p3_relic
古纪 d2 遗物,lith_d2_relic
古纪 m6 遗物,lith_m6_relic
古纪 s3 遗物,lith_s3_relic
古纪 h1 遗物,lith_h1_relic
古纪 b2 遗物,lith_b2_relic
古纪 t1 遗物,lith_t1_relic
古纪 a1 遗物,lith_a1_relic
古纪 m1 遗物,lith_m1_relic
古纪 p2 遗物,lith_p2_relic
古纪 a3 遗物,lith_a3_relic
古纪 m4 遗物,lith_m4_relic
古纪 g2 遗物,lith_g2_relic
古纪 f2 遗物,lith_f2_relic
古纪 v1 遗物,lith_v1_relic
古纪 b5 遗物,lith_b5_relic
古纪 c3 遗物,lith_c3_relic
古纪 z2 遗物,lith_z2_relic
古纪 o1 遗物,lith_o1_relic
古纪 f1 遗物,lith_f1_relic
古纪 m7 遗物,lith_m7_relic
古纪 k5 遗物,lith_k5_relic
古纪 s2 遗物,lith_s2_relic
古纪 k3 遗物,lith_k3_relic
古纪 d1 遗物,lith_d1_relic
古纪 l2 遗物,lith_l2_relic
古纪 s8 遗物,lith_s8_relic
古纪 v8 遗物,lith_v8_relic
古纪 v7 遗物,lith_v7_relic
古纪 s1 遗物,lith_s1_relic
水肺,aquapulmo
奥斯蒂剑鱼,ostimyr
璃化脊鳎,vitreospina
墓沼隐龙,cryptosuctus
倒刺蒂鳌,barbisteo
高额异鳍,kymaeros
针刺长鳄,amniophysi
额叶鲤,lobotriscid
须腔棘鱼,flagellocanth
狍鸮胶蛳,glutinox
独角米索鳎,myxostomata
韧铠灵鲷,duroid
骨锥琼鲷,chondricord
查克鳗,charc_eel
古泊拉,goopolla
阴暗鳐,murkray
鲨客,sharrac
卡其那,karkina
喉鱼,mawfish
库特-库特,khut_khut
约格温,yogwun
塔洛,tralok
摩图斯肺鱼,mortus_lungfish
盖拉佩德,glappid
诺格,norg
克苏尔,cuthol
污泥环绕者,mirewinder
液集者,sapcaddy
目—目,eye_eye
回声环绕者,echowinder
砖瓦匠,brickie
磷虾杀手,kriller
海龙,synathid
重筑虾,charamote
多目鳗,tromyzon
洗涤者,scrubber
修补机,tink
续播机,recaster
长型环绕者,longwinder
失血,hemorrhage
万用自修,auto_omni
埋首猛击,votive_onslaught
防线封锁,cordon
内部出血,internal_bleeding
固盾火力,fortifying_fire
鹦鹉螺 头部,nautilus_cerebrum
鹦鹉螺 蓝图,nautilus_blueprint
防护射击,protective_shots
猩红逐击,crimson_fugue
苦痛弹头,scourging_warheads
蠕虫熬煎,worms_torment
防御火力,defensive_fire
能量调谐矩阵,orgone_tuning_matrix
不屈矩阵,indomitable_matrix
鹦鹉螺 一套,nautilus_set
铁甲矩阵,ironclad_matrix
格拉努之劲敌,granums_nemesis
强攻矩阵,onslaught_matrix
波段干扰,waveband_disruptor
鹦鹉螺 外壳,nautilus_carapace
劫袭矩阵,raider_matrix
凤凰烈焰,phoenix_blaze
鹦鹉螺 系统,nautilus_systems
嫣红·潘塔 枪机,carmine_penta_receiver
嫣红·潘塔 枪托,carmine_penta_stock
嫣红·潘塔 枪管,carmine_penta_barrel
嫣红·潘塔 蓝图,carmine_penta_blueprint
嫣红·潘塔 一套,carmine_penta_set
阿索代 蓝图,athodai_blueprint
阿索代 枪管,athodai_barrel
阿索代 枪机,athodai_receiver
阿索代 一套,athodai_set
哈利卡·亡魂,halikar_wraith
葬铭 枪机,epitaph_receiver
葬铭 一套,epitaph_set
葬铭 枪管,epitaph_barrel
葬铭 蓝图,epitaph_blueprint
火卫二深处场景,deimos_depths_scene
火卫二之“心”场景,deimos_heart_scene
火卫二岩坑场景,deimos_cenote_scene
火卫二土窖场景,deimos_crypt_scene
感染船舰全息场景,infested_ship_hologram_scene
幽寒归处场景,the_cold_below_scene
火卫二遗弃场景,deimos_forsaken_scene
火卫二膜质场景,deimos_membrane_scene
火卫二边缘场景,deimos_verge_scene
后纪 g5 遗物,axi_g5_relic
中纪 k3 遗物,neo_k3_relic
中纪 z8 遗物,neo_z8_relic
前纪 r4 遗物,meso_r4_relic
古纪 c8 遗物,lith_c8_relic
古纪 t6 遗物,lith_t6_relic
土星六号场景,saturn_six_scene
前纪 p5 遗物,meso_p5_relic
古纪 k6 遗物,lith_k6_relic
后纪 g6 遗物,axi_g6_relic
创伤 prime 握柄,volnus_prime_handle
创伤 prime 锤头,volnus_prime_head
中纪 t4 遗物,neo_t4_relic
前纪 t5 遗物,meso_t5_relic
前纪 z4 遗物,meso_z4_relic
中纪 v10 遗物,neo_v10_relic
gara prime 蓝图,gara_prime_blueprint
创伤 prime 一套,volnus_prime_set
gara prime 一套,gara_prime_set
gara prime 头部神经光元 蓝图,gara_prime_neuroptics_blueprint
gara prime 系统 蓝图,gara_prime_systems_blueprint
碎裂者 prime 蓝图,astilla_prime_blueprint
后纪 n7 遗物,axi_n7_relic
碎裂者 prime 枪机,astilla_prime_receiver
碎裂者 prime 枪管,astilla_prime_barrel
碎裂者 prime 一套,astilla_prime_set
古纪 a4 遗物,lith_a4_relic
后纪 i1 遗物,axi_i1_relic
碎裂者 prime 枪托,astilla_prime_stock
创伤 prime 蓝图,volnus_prime_blueprint
中纪 a5 遗物,neo_a5_relic
gara prime 机体 蓝图,gara_prime_chassis_blueprint
古纪 g4 遗物,lith_g4_relic
修复支援,repair_dispensary
战术上膛 prime,primed_tactical_pump
空爆弹,airburst_rounds
中纪 d3 遗物,neo_d3_relic
融合储能池,fused_reservoir
丰盛滋养,hearty_nourishment
后纪 t7 遗物,axi_t7_relic
棱晶·马谢特砍刀,prisma_machete
奥堤克光子枪·破坏者,opticor_vandal
镀层 地狱弹膛,galvanized_hell
恶毒指令,malicious_code
塞拉脚架 蓝图,cela_bracket_blueprint
推诿否认,evasive_denial
镀层 弹头扩散,galvanized_diffusion
迅捷怜悯,swift_mercy
万兹稳定器 蓝图,wanz_stabilizer_blueprint
镀层 步枪才能,galvanized_aptitude
乍布脚架 蓝图,zubb_bracket_blueprint
骸克猎犬 蓝图,hec_hound_blueprint
镀层 氩晶瞄具,galvanized_scope
镀层 致死加速,galvanized_acceleration
力量汲取,power_drain
制衡,counterbalance
辛塔稳定器,hinta_stabilizer
回购审计,repo_audit
镀层 液压准心,galvanized_crosshairs
加姆核心 蓝图,garmr_core_blueprint
重点招股,focused_prospectus
铎玛猎犬 蓝图,dorma_hound_blueprint
硬重启,hard_reset
拜拉猎犬 蓝图,bhaira_hound_blueprint
镀层 准确射手,galvanized_shot
反射否认,reflex_denial
艾莱核心 蓝图,adlet_core_blueprint
空中招股,aerial_prospectus
协同招股,synergized_prospectus
锐克稳定器 蓝图,frak_stabilizer_blueprint
莱胡核心 蓝图,raiju_core_blueprint
防火墙,firewall
镀层 通晓霰弹枪,galvanized_savvy
厄加脚架 蓝图,urga_bracket_blueprint
虚无审计,null_audit
oull,oull
多元否认,diversified_denial
均衡审计,equilibrium_audit
镀层 分裂膛室,galvanized_chamber
新世间战斗表情动作,new_loka_combat_emote
中枢苏达操纵表情动作,cephalon_suda_piloting_emote
血色面纱胸甲,red_veil_chest_piece
佩兰数列操纵表情动作,perrin_piloting_emote
中枢苏达胸甲,suda_chest_piece
均衡仲裁者操纵表情动作,arbiters_piloting_emote
血色面纱护膝,red_veil_knee_guards
次要·无情,secondary_merciless
主要·无情,primary_merciless
钢铁防线胸甲,meridian_chest_plate
meridian armor set,meridian_armor_set
钢铁防线臂甲,meridian_arm_spurs
中枢苏达枪炮表情动作,cephalon_suda_gunnery_emote
索拉里斯腿甲,solaris_leg_spurs
新世间膝甲,lokan_knee_spurs
均衡仲裁者战斗表情动作,arbiters_combat_emote
钢铁防线战斗表情动作,steel_meridian_combat_emote
钢铁防线操纵表情动作,steel_meridian_piloting_emote
次要·熟练,secondary_dexterity
新世间臂甲,lokan_arm_plates
中枢苏达腿甲,suda_leg_spurs
钢铁防线耐力表情动作,steel_meridian_endurance_emote
perrin armor set,perrin_armor_set
ostron 护胸,ostron_chest_guard
中枢苏达耐力表情动作,cephalon_suda_endurance_emote
佩兰数列护腿,perrin_leg_guards
均衡仲裁者胸甲,hexis_chest_plate
中枢苏达臂甲,suda_arm_spurs
suda armor set,suda_armor_set
佩兰数列胸甲,perrin_chest_piece
佩兰数列耐力表情动作,perrin_endurance_emote
均衡仲裁者臂甲,hexis_arm_plates
索拉里斯胸印,solaris_chest_marker
solaris armor set,solaris_armor_set
血色面纱工程表情动作,red_veil_engineering_emote
新世间工程表情动作,new_loka_engineering_emote
血色面纱臂章,red_veil_arm_insignia
lokan armor set,lokan_armor_set
新世间操纵表情动作,new_loka_piloting_emote
索拉里斯护套,solaris_arm_guards
均衡仲裁者工程表情动作,arbiters_engineering_emote
ostron armor set,ostron_armor_set
佩兰数列护套,perrin_arm_guards
新世间胸甲,lokan_chest_piece
均衡仲裁者膝甲,hexis_spurs
中枢苏达工程表情动作,cephalon_suda_engineering_emote
hexis armor set,hexis_armor_set
均衡仲裁者枪炮表情动作,arbiters_gunnery_emote
新世间耐力表情动作,new_loka_endurance_emote
均衡仲裁者耐力表情动作,arbiters_endurance_emote
次要·死首,secondary_deadhead
钢铁防线枪炮表情动作,steel_meridian_gunnery_emote
ostron 护腿,ostron_leg_guards
钢铁防线腿甲,meridian_leg_spurs
ostron 护套,ostron_arm_guards
中枢苏达战斗表情动作,cephalon_suda_combat_emote
血色面纱操纵表情动作,red_veil_piloting_emote
主要·死首,primary_deadhead
red veil armor set,red_veil_armor_set
主要·熟练,primary_dexterity
使节 枪管,ambassador_barrel
使节 一套,ambassador_set
使节 枪机,ambassador_receiver
使节 枪托,ambassador_stock
使节 蓝图,ambassador_blueprint
nidus prime 蓝图,nidus_prime_blueprint
前纪 b5 遗物,meso_b5_relic
中纪 n17 遗物,neo_n17_relic
斯特朗 prime 一套,strun_prime_set
前纪 s10 遗物,meso_s10_relic
古纪 k7 遗物,lith_k7_relic
古纪 n8 遗物,lith_n8_relic
中纪 p3 遗物,neo_p3_relic
麦格努斯 prime 一套,magnus_prime_set
弹匣增幅 prime,primed_magazine_warp
后纪 m2 遗物,axi_m2_relic
nidus prime 一套,nidus_prime_set
斯特朗 prime 蓝图,strun_prime_blueprint
后纪 i2 遗物,axi_i2_relic
屠戮盛宴,butchers_revelry
麦格努斯 prime 蓝图,magnus_prime_blueprint
古纪 n7 遗物,lith_n7_relic
斯特朗 prime 枪机,strun_prime_receiver
前纪 b6 遗物,meso_b6_relic
中纪 t5 遗物,neo_t5_relic
斯特朗 prime 枪管,strun_prime_barrel
nidus prime 系统 蓝图,nidus_prime_systems_blueprint
斯特朗 prime 枪托,strun_prime_stock
古纪 t7 遗物,lith_t7_relic
后纪 a14 遗物,axi_a14_relic
nidus prime 头部神经光元 蓝图,nidus_prime_neuroptics_blueprint
nidus prime 机体 蓝图,nidus_prime_chassis_blueprint
麦格努斯 prime 枪机,magnus_prime_receiver
麦格努斯 prime 枪管,magnus_prime_barrel
中纪 n16 遗物,neo_n16_relic
尸鬼电锯 锯片,ghoulsaw_blade_blueprint
尸鬼电锯 握把,ghoulsaw_grip_blueprint
尸鬼电锯 引擎,ghoulsaw_engine_blueprint
尸鬼电锯 一套,ghoulsaw_set
尸鬼电锯 机体,ghoulsaw_chassis_blueprint
尸鬼电锯 蓝图,ghoulsaw_blueprint
霰弹扩充 prime,primed_ammo_stock
瓦斯提枪刃,vastilok
血吸之握,vampiric_grasp
强者祝福,champions_blessing
古纪 l3 遗物,lith_l3_relic
迅猛之咬,swift_bite
前纪 b7 遗物,meso_b7_relic
前纪 p6 遗物,meso_p6_relic
中纪 a6 遗物,neo_a6_relic
中纪 h3 遗物,neo_h3_relic
古纪 r1 遗物,lith_r1_relic
无情失落,the_relentless_lost
古纪 k8 遗物,lith_k8_relic
中纪 d4 遗物,neo_d4_relic
后纪 d3 遗物,axi_d3_relic
后纪 m3 遗物,axi_m3_relic
古纪 n9 遗物,lith_n9_relic
后纪 p4 遗物,axi_p4_relic
丧钟 prime 一套,knell_prime_set
诡文枭主之鄙,boreals_contempt
混沌蛇主之苦,niras_anguish
前纪 a3 遗物,meso_a3_relic
后纪 s9 遗物,axi_s9_relic
欺谋狼主之鄙,amars_contempt
祸根 prime 刀刃,scourge_prime_blade
古纪 t8 遗物,lith_t8_relic
harrow prime 蓝图,harrow_prime_blueprint
harrow prime 一套,harrow_prime_set
前纪 g3 遗物,meso_g3_relic
前纪 i2 遗物,meso_i2_relic
欺谋狼主之苦,amars_anguish
混沌蛇主之恨,niras_hatred
丧钟 prime 枪管,knell_prime_barrel
后纪 t8 遗物,axi_t8_relic
古纪 h3 遗物,lith_h3_relic
后纪 c7 遗物,axi_c7_relic
harrow prime 头部神经光元 蓝图,harrow_prime_neuroptics_blueprint
祸根 prime 枪管,scourge_prime_barrel
丧钟 prime 蓝图,knell_prime_blueprint
诡文枭主之恨,boreals_hatred
古纪 s11 遗物,lith_s11_relic
中纪 k4 遗物,neo_k4_relic
中纪 n18 遗物,neo_n18_relic
欺谋狼主之恨,amars_hatred
古纪 t9 遗物,lith_t9_relic
诡文枭主之苦,boreals_anguish
harrow prime 机体 蓝图,harrow_prime_chassis_blueprint
祸根 prime 一套,scourge_prime_set
混沌蛇主之鄙,niras_contempt
后纪 k6 遗物,axi_k6_relic
harrow prime 系统 蓝图,harrow_prime_systems_blueprint
古纪 c9 遗物,lith_c9_relic
祸根 prime 握柄,scourge_prime_handle
丧钟 prime 枪机,knell_prime_receiver
祸根 prime 蓝图,scourge_prime_blueprint
前纪 s11 遗物,meso_s11_relic
热能传递,thermal_transfer
中纪 p4 遗物,neo_p4_relic
美食家,gourmand
「布拉喀萨」王座圣殿场景,praghasa_throne_room_scene
涌流之刃,surging_blades
刺骨寒霜,biting_frost
古纪 n10 遗物,lith_n10_relic
狙击枪弹药转换 prime,primed_sniper_ammo_mutation
garuda prime 机体 蓝图,garuda_prime_chassis_blueprint
黑鸦 prime 一套,corvas_prime_set
古纪 n11 遗物,lith_n11_relic
噬蛇弩 prime 一套,nagantaka_prime_set
后纪 k7 遗物,axi_k7_relic
古纪 s12 遗物,lith_s12_relic
黑鸦 prime 枪管,corvas_prime_barrel
黑鸦 prime 蓝图,corvas_prime_blueprint
噬蛇弩 prime 枪机,nagantaka_prime_receiver
噬蛇弩 prime 蓝图,nagantaka_prime_blueprint
古纪 h4 遗物,lith_h4_relic
黑鸦 prime 枪托,corvas_prime_stock
噬蛇弩 prime 枪托,nagantaka_prime_stock
garuda prime 系统 蓝图,garuda_prime_systems_blueprint
前纪 g4 遗物,meso_g4_relic
后纪 s11 遗物,axi_s11_relic
古纪 z3 遗物,lith_z3_relic
黑鸦 prime 枪机,corvas_prime_receiver
后纪 s10 遗物,axi_s10_relic
古纪 g5 遗物,lith_g5_relic
前纪 p7 遗物,meso_p7_relic
古纪 n12 遗物,lith_n12_relic
噬蛇弩 prime 枪管,nagantaka_prime_barrel
garuda prime 一套,garuda_prime_set
中纪 n20 遗物,neo_n20_relic
garuda prime 头部神经光元 蓝图,garuda_prime_neuroptics_blueprint
前纪 n12 遗物,meso_n12_relic
后纪 g7 遗物,axi_g7_relic
中纪 c2 遗物,neo_c2_relic
中纪 m4 遗物,neo_m4_relic
garuda prime 蓝图,garuda_prime_blueprint
扎里曼羽化之穹场景,zariman_chrysalith_scene
扎里曼圣物装置场景,zariman_reliquary_drive_scene
扎里曼月动球场场景,zariman_lunaro_court_scene
始现·消散,emergence_dissipate
蜕化·活力,molt_vigor
狂风压境,galeforce_dawn
扎里曼货舱场景,zariman_cargo_bay_scene
扎里曼校园场景,zariman_schoolyard_scene
扎里曼天使栖息场景,zariman_angel_roost_scene
扎里曼幽静花园场景,zariman_serenity_levels_scene
始现·新生,emergence_renewed
扎里曼居住舱场景,zariman_dormizone_scene
永恒·湮灭,eternal_eradicate
扎里曼律典大厅场景,zariman_hall_of_legems_scene
扎里曼牢房场景,zariman_brig_scene
扎里曼阿尔布雷希特公园场景,zariman_albrecht_park_scene
蜕化·效能,molt_efficiency
始现·救世,emergence_savior
扎里曼农业区场景,zariman_agri_zone_scene
扎里曼停泊区场景,zariman_docking_bay_scene
瀑流·溢能,cascadia_overcharge
优势距离,range_advantage
战斗装填,combat_reload
扎里曼居住区场景,zariman_habitation_zone_scene
扎里曼圆形剧院场景,zariman_amphitheatre_scene
奏凯 蓝图,laetum_blueprint
风鸣 枪机 蓝图,aeolak_receiver_blueprint
暮斩 握柄 蓝图,hespar_handle_blueprint
双雄 蓝图,praedos_blueprint
风鸣 枪管 蓝图,aeolak_barrel_blueprint
风鸣 一套,aeolak_set
暮斩 一套,hespar_set
暮斩 刀刃 蓝图,hespar_blade_blueprint
风鸣 枪托 蓝图,aeolak_stock_blueprint
凤殁 蓝图,phenmor_blueprint
永恒·猛攻,eternal_onslaught
三伏天夜晚场景,dog_days_night_scene
清刚 蓝图,innodem_blueprint
逐枭 蓝图,felarx_blueprint
蜕化·重塑,molt_reconstruct
蜕化·升腾,molt_augmented
星察 一套,parallax_set
永恒·流转,eternal_logistics
星察飞航系统 蓝图,parallax_avionics_blueprint
星察引擎 蓝图,parallax_engines_blueprint
星察机身 蓝图,parallax_fuselage_blueprint
瀑流·强化,cascadia_empowered
棱晶 阴影 一套,prisma_shade_set
分形·重置,fractalized_reset
瀑流·耀炎,cascadia_flare
棱晶 激光点发,prisma_burst_laser
瀑流·精准,cascadia_accuracy
月刃狐帕菲拉 基因印记,crescent_vulpaphyla_imprint
狡黠狐帕菲拉 基因印记,sly_vulpaphyla_imprint
守卫扑猎达赛 基因印记,medjay_predasite_imprint
宰相扑猎达赛 基因印记,vizier_predasite_imprint
铁甲狐帕菲拉 基因印记,panzer_vulpaphyla_imprint
法老扑猎达赛 基因印记,pharaoh_predasite_imprint
豪猪 prime 蓝图,hystrix_prime_blueprint
后纪 k10 遗物,axi_k10_relic
后纪 n8 遗物,axi_n8_relic
前纪 o5 遗物,meso_o5_relic
前纪 p8 遗物,meso_p8_relic
中纪 n21 遗物,neo_n21_relic
khora prime 机体 蓝图,khora_prime_chassis_blueprint
凯瑞斯双刀 prime 一套,dual_keres_prime_set
后纪 k9 遗物,axi_k9_relic
豪猪 prime 一套,hystrix_prime_set
后纪 g8 遗物,axi_g8_relic
前纪 h3 遗物,meso_h3_relic
凯瑞斯双刀 prime 握柄,dual_keres_prime_handle
khora prime 一套,khora_prime_set
khora prime 蓝图,khora_prime_blueprint
中纪 g4 遗物,neo_g4_relic
豪猪 prime 枪机,hystrix_prime_receiver
中纪 d5 遗物,neo_d5_relic
古纪 k9 遗物,lith_k9_relic
后纪 k8 遗物,axi_k8_relic
邪恶释放,vile_discharge
前纪 h2 遗物,meso_h2_relic
豪猪 prime 枪管,hystrix_prime_barrel
前纪 v7 遗物,meso_v7_relic
khora prime 头部神经光元 蓝图,khora_prime_neuroptics_blueprint
凯瑞斯双刀 prime 蓝图,dual_keres_prime_blueprint
中纪 s15 遗物,neo_s15_relic
后纪 s12 遗物,axi_s12_relic
致命精准,critical_precision
khora prime 系统 蓝图,khora_prime_systems_blueprint
凯瑞斯双刀 prime 刀刃,dual_keres_prime_blade
观众怪奇,peculiar_audience
执刑官 聚精会神,archon_intensify
古纪 n13 遗物,lith_n13_relic
中纪 z9 遗物,neo_z9_relic
执刑官 持久力,archon_continuity
前纪 w2 遗物,meso_w2_relic
中纪 e3 遗物,neo_e3_relic
执刑官 川流不息,archon_flow
执刑官 生命力,archon_vitality
后纪 t9 遗物,axi_t9_relic
执刑官 延伸,archon_stretch
古纪 s13 遗物,lith_s13_relic
古纪 h6 遗物,lith_h6_relic
龙辰 prime 刀刃,tatsu_prime_blade
中纪 t6 遗物,neo_t6_relic
前纪 p10 遗物,meso_p10_relic
revenant prime 机体 蓝图,revenant_prime_chassis_blueprint
revenant prime 系统 蓝图,revenant_prime_systems_blueprint
龙辰 prime 一套,tatsu_prime_set
龙辰 prime 蓝图,tatsu_prime_blueprint
前纪 n13 遗物,meso_n13_relic
revenant prime 一套,revenant_prime_set
幻离子 prime 枪管,phantasma_prime_barrel
古纪 p6 遗物,lith_p6_relic
revenant prime 头部神经光元 蓝图,revenant_prime_neuroptics_blueprint
龙辰 prime 握柄,tatsu_prime_handle
前纪 k4 遗物,meso_k4_relic
幻离子 prime 蓝图,phantasma_prime_blueprint
幻离子 prime 一套,phantasma_prime_set
古纪 h5 遗物,lith_h5_relic
后纪 t10 遗物,axi_t10_relic
幻离子 prime 枪机,phantasma_prime_receiver
后纪 n9 遗物,axi_n9_relic
古纪 r2 遗物,lith_r2_relic
revenant prime 蓝图,revenant_prime_blueprint
前纪 p9 遗物,meso_p9_relic
古纪 s14 遗物,lith_s14_relic
幻离子 prime 枪托,phantasma_prime_stock
古纪 b9 遗物,lith_b9_relic
后纪 a15 遗物,axi_a15_relic
后纪 s13 遗物,axi_s13_relic
中纪 s16 遗物,neo_s16_relic
中纪 i3 遗物,neo_i3_relic
前纪 o6 遗物,meso_o6_relic
真月武扇,vericres
联结·电压,conjunction_voltage
主要·霜冻,primary_frostbite
赋能·崛起,arcane_rise
月面狂风 一套,perigale_set
破障森林场景,veilbreak_forest_scene
月面狂风 枪托,perigale_stock
沙罗之牙 刀刃,sarofang_blade
破障工厂场景,veilbreak_factory_scene
月球 circulus 场景,lua_circulus_scene
赋能·赐福,arcane_blessing
沙罗之牙 握柄,sarofang_handle
沙罗之牙 一套,sarofang_set
破障骨螺战舰场景,veilbreak_murex_scene
月面狂风 枪管,perigale_barrel
月面狂风 枪机,perigale_receiver
古纪 g6 遗物,lith_g6_relic
后纪 s14 遗物,axi_s14_relic
前纪 t6 遗物,meso_t6_relic
中纪 c3 遗物,neo_c3_relic
baruuk prime 机体 蓝图,baruuk_prime_chassis_blueprint
前纪 a4 遗物,meso_a4_relic
后纪 n10 遗物,axi_n10_relic
后纪 b5 遗物,axi_b5_relic
中纪 a8 遗物,neo_a8_relic
前纪 v8 遗物,meso_v8_relic
baruuk prime 蓝图,baruuk_prime_blueprint
中纪 k5 遗物,neo_k5_relic
前纪 k5 遗物,meso_k5_relic
古纪 v9 遗物,lith_v9_relic
古纪 b10 遗物,lith_b10_relic
中纪 a7 遗物,neo_a7_relic
后纪 g9 遗物,axi_g9_relic
baruuk prime 系统 蓝图,baruuk_prime_systems_blueprint
中纪 d6 遗物,neo_d6_relic
后纪 f1 遗物,axi_f1_relic
baruuk prime 头部神经光元 蓝图,baruuk_prime_neuroptics_blueprint
前纪 r5 遗物,meso_r5_relic
古纪 a5 遗物,lith_a5_relic
baruuk prime 一套,baruuk_prime_set
古纪 h7 遗物,lith_h7_relic
眼镜蛇 & 鹤 prime 护手,cobra_and_crane_prime_guard
盗贼双枪 prime 枪管,afuris_prime_barrel
盗贼双枪 prime 一套,afuris_prime_set
盗贼双枪 prime 连接器,afuris_prime_link
眼镜蛇 & 鹤 prime 蓝图,cobra_and_crane_prime_blueprint
盗贼双枪 prime 蓝图,afuris_prime_blueprint
眼镜蛇 & 鹤 prime 刀刃,cobra_and_crane_prime_blade
眼镜蛇 & 鹤 prime 握柄,cobra_and_crane_prime_hilt
眼镜蛇 & 鹤 prime 一套,cobra_and_crane_prime_set
盗贼双枪 prime 枪机,afuris_prime_receiver
闪劫 枪机,corufell_receiver
主要·镀金弹头,primary_plated_round
琉璃风暴,shattered_storm
阴极电流,cathode_current
